run_timestamp,model,qos_class,cv_folds,sla_threshold_ms,rows,actual_violations,actual_violation_rate,precision,recall,f1_score
2026-06-01T08:59:37,XGBRegressor,Bronze,5,100.0,15697,1034,0.06587245970567625,0.7257142857142858,0.36847195357833656,0.48877485567671586
2026-06-01T08:59:37,XGBRegressor,Bronze,5,70.0,15697,1416,0.09020832006115818,0.6144029170464904,0.4759887005649718,0.5364106645443693
2026-06-01T08:59:37,XGBRegressor,Bronze,5,60.0,15697,1728,0.11008472956615914,0.6189274447949527,0.5677083333333334,0.5922124962269846
2026-06-01T08:59:37,XGBRegressor,Bronze,5,50.0,15697,2290,0.14588774925144932,0.5821515046696645,0.7349344978165939,0.6496815286624203
