run_timestamp,model,target,cv_folds,slice_type,slice_value,rows,mae_log_delay,rmse_log_delay,r2_log_delay,mae_delay_ms,rmse_delay_ms,rmsle_delay_ms
2026-05-24T06:23:34,XGBRegressor,log_avg_delay,5,overall,all,190328,0.5054138738764956,0.677946957444644,0.6890969131669372,71.14196972546854,200.0716947743376,0.6659797863957181
2026-05-24T06:23:34,XGBRegressor,log_avg_delay,5,qos_class,Bronze,100866,0.5968202765997961,0.7770789844561252,0.6556846493797835,104.9428542348918,264.8183577425722,0.7642655797258849
2026-05-24T06:23:34,XGBRegressor,log_avg_delay,5,qos_class,Gold,30246,0.3383646946464057,0.4649286726983415,0.7242399119150287,22.513287902758126,40.551241685658454,0.45466548088424263
2026-05-24T06:23:34,XGBRegressor,log_avg_delay,5,qos_class,Silver,59216,0.4350405163026115,0.5816099149321853,0.6773266462216787,38.405261631071966,91.45049142682596,0.5701218930001054
2026-05-24T06:23:34,XGBRegressor,log_avg_delay,5,scenario,A_wfq_fixed,46500,0.4676559297938879,0.6407011508820732,0.7222331927423422,61.436489132414955,127.8192890665803,0.6294429052854801
2026-05-24T06:23:34,XGBRegressor,log_avg_delay,5,scenario,B_wfq_profiles,47300,0.5011413075782412,0.6574550831964602,0.6890342499634314,57.05339588389021,128.98872802141625,0.6444013212282313
2026-05-24T06:23:34,XGBRegressor,log_avg_delay,5,scenario,C_mixed_policy,48087,0.493044041405919,0.6341263016349241,0.7013935635864905,62.37815367733524,162.8717618931858,0.6217883462991449
2026-05-24T06:23:34,XGBRegressor,log_avg_delay,5,scenario,D_mixed_equal,48441,0.5581102451273227,0.7684752978011667,0.6413646115228213,102.91505476892827,314.66293104533054,0.7570110353434797
2026-05-24T06:23:34,XGBRegressor,log_avg_delay,5,scheduling_policy,DRR,43363,0.5277408187132723,0.6983480421292647,0.6724747960186106,74.916970257392,232.48981445371533,0.6852689705185894
2026-05-24T06:23:34,XGBRegressor,log_avg_delay,5,scheduling_policy,SP,31978,0.5296051102591458,0.7212890322950495,0.6727654848051541,91.86951367152865,292.4110878880564,0.7095056461864974
2026-05-24T06:23:34,XGBRegressor,log_avg_delay,5,scheduling_policy,WFQ,114987,0.49026650359984225,0.6573871760425676,0.7000137320113848,63.95402023228316,148.63950808460967,0.6457942084330546
