evaluation,run_timestamp,model,target,cv_folds,slice_type,slice_value,rows,mae_log_delay,rmse_log_delay,r2_log_delay,mae_delay_ms,rmse_delay_ms,rmsle_delay_ms,qos_class,sla_threshold_ms,actual_violations,predicted_violations,actual_violation_rate,predicted_violation_rate,precision,recall,f1_score
GroupKFold_by_simulation_id,2026-08-08T09:21:33,XGBRegressor,log_avg_delay,5,overall,all,29280,0.19228205839206478,0.3701871016676031,0.7465832153475345,13.1858174391288,61.47347704281665,0.36321111071699574,,,,,,,,,
GroupKFold_by_simulation_id,2026-08-08T09:21:33,XGBRegressor,log_avg_delay,5,qos_class,Bronze,15697,0.26226735525095085,0.4771392877894767,0.6804335452396661,21.56667064482294,83.53892698248849,0.4690221652658058,,,,,,,,,
GroupKFold_by_simulation_id,2026-08-08T09:21:33,XGBRegressor,log_avg_delay,5,qos_class,Gold,4592,0.10196644780416557,0.17186471489344482,0.9070161658322018,3.1660635416387453,8.875011815019445,0.16618421064396352,,,,,,,,,
GroupKFold_by_simulation_id,2026-08-08T09:21:33,XGBRegressor,log_avg_delay,5,qos_class,Silver,8991,0.1162248989020968,0.18364990458896743,0.8983200113185645,3.6714649897342317,9.082059305183053,0.17735589900363077,,,,,,,,,
GroupKFold_by_simulation_id,2026-08-08T09:21:33,XGBRegressor,log_avg_delay,5,sla,Gold,4592,,,,,,,Gold,30.0,1319.0,1201.0,0.28723867595818814,0.2615418118466899,0.9858451290591174,0.8976497346474602,0.9396825396825397
GroupKFold_by_simulation_id,2026-08-08T09:21:33,XGBRegressor,log_avg_delay,5,sla,Silver,8991,,,,,,,Silver,50.0,671.0,499.0,0.07463018574129686,0.05549994438883328,0.7975951903807615,0.5931445603576752,0.6803418803418804
GroupKFold_by_simulation_id,2026-08-08T09:21:33,XGBRegressor,log_avg_delay,5,sla,Bronze,15697,,,,,,,Bronze,60.0,1728.0,1640.0,0.11008472956615914,0.10447856278269733,0.5689024390243902,0.5399305555555556,0.5540380047505938
