run_timestamp,dataset,model,target,status,error_message,train_rows,test_rows,feature_count,encoded_feature_count,mae,rmse,r2_score,cv_folds,cv_mae_mean,cv_mae_std,cv_rmse_mean,cv_rmse_std,cv_r2_mean,cv_r2_std,best_epoch,best_val_loss,training_time_sec,inference_time_sec,inference_time_ms_per_row
2026-05-17T15:59:21,bnnupc_qos,PyTorchMLP,log_avg_delay,ok,,23424,5856,11,15,0.18539968132972717,0.35740521918506135,0.7664954662322998,5,0.17880785465240479,0.005272666474825304,0.35245866005284554,0.009199168956277195,0.7694816589355469,0.007913450648875497,119,0.12320426851511002,9.997630500001833,0.0011032919865101576,0.00018840368622099685
